Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:00:33,88,8.3,07:14,85,0,,88.10,,,
,00:00:34,87,8.1,07:24,85,0,,91.20,,,
,00:00:35,86,7.8,07:42,85,0,,94.00,,,
,00:00:36,86,7.5,08:00,85,0,,96.40,,,
,00:00:37,85,7.1,08:27,85,0,,98.70,,,
,00:00:38,85,6.7,08:57,85,0,,100.60,,,
,00:00:39,84,6.2,09:41,84,0,,102.60,,,
,00:00:40,84,5.7,10:32,83,0,,104.30,,,
,00:00:41,84,4.9,12:15,83,0,,105.90,,,
,00:00:42,83,4.1,14:38,83,0,,107.50,,,
,00:00:43,83,4.0,15:00,83,0,,108.90,,,
,00:00:44,83,4.1,14:38,83,0,,110.20,,,
,00:00:45,84,4.8,12:30,86,0,,111.30,,,
,00:00:46,83,5.8,10:21,84,0,,113.00,,,
,00:00:47,83,6.8,08:49,84,0,,115.20,,,
,00:00:48,83,7.6,07:54,84,0,,117.60,,,
,00:00:49,83,7.7,07:48,84,0,,120.20,,,
,00:00:50,83,7.4,08:06,84,0,,123.20,,,
,00:00:51,83,6.9,08:42,84,0,,126.42,,,
,00:00:52,83,6.1,09:50,84,0,,129.64,,,
,00:00:53,83,5.7,10:32,84,0,,132.87,,,
,00:00:54,83,5.9,10:10,84,0,,136.09,,,
,00:00:55,83,6.1,09:50,84,0,,139.31,,,
,00:00:56,83,6.3,09:31,84,0,,142.53,,,
,00:00:57,84,6.5,09:14,84,30,,145.76,,,
,00:00:58,83,6.7,08:57,84,30,,148.98,,,
,00:00:59,83,6.9,08:42,84,30,,151.50,,,
,00:01:00,84,7.2,08:20,84,30,,154.30,,,
,00:01:01,84,7.4,08:06,84,31,,157.52,,,
,00:01:02,84,7.6,07:54,84,31,,160.74,,,
,00:01:03,84,7.8,07:42,84,32,,163.97,,,
,00:01:04,84,8.0,07:30,84,32,,167.19,,,
,00:01:05,85,8.2,07:19,84,34,,170.41,,,
,00:01:06,85,8.4,07:09,84,34,,173.63,,,
,00:01:07,84,8.5,07:04,84,36,,176.86,,,
,00:01:08,84,8.6,06:59,84,36,,180.08,,,
,00:01:09,84,8.7,06:54,84,38,,183.30,,,
,00:01:10,84,8.8,06:49,84,38,,186.52,,,
,00:01:11,84,8.9,06:44,84,40,,189.74,,,
,00:01:12,84,8.9,06:44,84,40,,192.90,,,
,00:01:13,84,9.0,06:40,84,41,,194.20,,,
,00:01:14,84,9.0,06:40,84,41,,195.70,,,
,00:01:15,84,9.1,06:36,84,42,,197.40,,,
,00:01:16,84,9.2,06:31,84,42,,199.30,,,
,00:01:17,84,9.2,06:31,84,42,,202.00,,,
,00:01:18,84,9.3,06:27,84,42,,205.22,,,
,00:01:19,84,9.3,06:27,85,42,,208.44,,,
,00:01:20,84,9.4,06:23,86,42,,211.67,,,
,00:01:21,84,9.5,06:19,86,41,,214.89,,,
,00:01:22,84,9.5,06:19,85,41,,218.11,,,
,00:01:23,84,9.6,06:15,85,40,,221.33,,,
,00:01:24,84,9.7,06:11,85,40,,224.56,,,
,00:01:25,84,9.7,06:11,85,39,,227.78,,,
,00:01:26,84,9.8,06:07,85,39,,231.00,,,
,00:01:27,84,9.8,06:07,85,38,,234.22,,,
,00:01:28,84,9.8,06:07,85,38,,237.44,,,
,00:01:29,84,9.9,06:04,85,37,,240.67,,,
,00:01:30,84,10.0,06:00,85,37,,243.89,,,
,00:01:31,84,10.0,06:00,85,35,,247.11,,,
,00:01:32,84,10.0,06:00,85,35,,250.33,,,
,00:01:33,84,10.0,06:00,85,34,,253.56,,,
,00:01:34,84,10.1,05:56,85,34,,256.78,,,
,00:01:35,84,10.2,05:53,85,32,,259.60,,,
,00:01:36,84,10.2,05:53,85,32,,262.50,,,
,00:01:37,84,10.2,05:53,85,31,,265.40,,,
,00:01:38,85,10.2,05:53,85,31,,268.50,,,
,00:01:39,85,10.2,05:53,85,30,,271.60,,,
,00:01:40,85,10.3,05:50,85,30,,274.60,,,
,00:01:41,85,10.3,05:50,85,29,,277.50,,,
,00:01:42,85,10.3,05:50,85,29,,280.70,,,
,00:01:43,85,10.4,05:46,85,28,,283.80,,,
,00:01:44,85,10.4,05:46,85,28,,286.70,,,
,00:01:45,84,10.4,05:46,85,27,,289.20,,,
,00:01:46,84,10.4,05:46,85,27,,291.80,,,
,00:01:47,84,10.4,05:46,85,26,,294.60,,,
,00:01:48,84,10.4,05:46,85,26,,297.10,,,
,00:01:49,84,10.4,05:46,85,25,,299.40,,,
,00:01:50,79,10.4,05:46,85,25,,301.80,,,
,00:01:51,75,10.4,05:46,85,25,,304.80,,,
,00:01:52,76,10.3,05:50,85,25,,307.70,,,
,00:01:53,76,10.3,05:50,85,24,,310.30,,,
,00:01:54,76,10.2,05:53,85,24,,312.50,,,
,00:01:55,76,10.2,05:53,85,23,,314.50,,,
,00:01:56,76,10.2,05:53,85,23,,316.70,,,
,00:01:57,76,10.1,05:56,86,22,,319.20,,,
,00:01:58,75,10.1,05:56,86,22,,321.80,,,
,00:01:59,76,10.1,05:56,85,21,,324.50,,,
,00:02:00,76,10.1,05:56,85,21,,327.30,,,
,00:02:01,78,10.0,06:00,85,21,,330.10,,,
,00:02:02,78,10.0,06:00,85,21,,333.10,,,
,00:02:03,79,10.0,06:00,85,20,,336.10,,,
,00:02:04,79,10.0,06:00,86,20,,339.00,,,
,00:02:05,79,9.9,06:04,86,20,,341.80,,,
,00:02:06,79,9.9,06:04,85,20,,344.50,,,
,00:02:07,92,9.9,06:04,85,20,,347.30,,,
,00:02:08,92,9.9,06:04,85,20,,350.10,,,
,00:02:09,92,9.8,06:07,83,20,,352.90,,,
,00:02:10,92,9.8,06:07,83,20,,355.60,,,
,00:02:11,92,9.8,06:07,83,19,,358.10,,,
,00:02:12,92,9.9,06:04,84,19,,360.50,,,
,00:02:13,92,10.0,06:00,84,20,,363.00,,,
,00:02:14,92,10.0,06:00,84,20,,366.22,,,
,00:02:15,127,10.1,05:56,84,20,,369.44,,,
,00:02:16,127,10.1,05:56,84,20,,372.67,,,
,00:02:17,132,10.1,05:56,84,21,,375.89,,,
,00:02:18,132,10.2,05:53,84,21,,379.11,,,
,00:02:19,132,10.2,05:53,84,23,,382.33,,,
,00:02:20,135,10.2,05:53,84,23,,385.56,,,
,00:02:21,135,10.2,05:53,84,24,,388.78,,,
,00:02:22,131,10.2,05:53,84,24,,392.00,,,
,00:02:23,131,10.2,05:53,85,25,,395.22,,,
,00:02:24,131,10.2,05:53,86,25,,398.44,,,
,00:02:25,135,10.2,05:53,86,27,,401.67,,,
,00:02:26,136,10.2,05:53,86,27,,404.89,,,
,00:02:27,136,10.2,05:53,86,28,,407.10,,,
,00:02:28,136,10.2,05:53,86,28,,409.60,,,
,00:02:29,136,10.1,05:56,85,28,,412.10,,,
,00:02:30,136,10.1,05:56,86,28,,414.70,,,
,00:02:31,145,10.1,05:56,86,29,,417.20,,,
,00:02:32,145,10.1,05:56,86,29,,419.80,,,
,00:02:33,149,10.0,06:00,86,30,,422.40,,,
,00:02:34,153,10.0,06:00,86,30,,425.10,,,
,00:02:35,153,10.0,06:00,86,30,,427.60,,,
,00:02:36,157,10.0,06:00,85,30,,430.00,,,
,00:02:37,157,10.0,06:00,85,31,,432.50,,,
,00:02:38,157,9.9,06:04,85,31,,435.10,,,
,00:02:39,157,9.9,06:04,85,31,,438.00,,,
,00:02:40,157,9.9,06:04,85,31,,440.50,,,
,00:02:41,157,9.9,06:04,85,32,,443.10,,,
,00:02:42,157,9.8,06:07,85,32,,445.70,,,
,00:02:43,157,9.8,06:07,85,32,,448.00,,,
,00:02:44,158,9.8,06:07,86,32,,450.40,,,
,00:02:45,158,9.8,06:07,86,32,,452.80,,,
,00:02:46,158,9.8,06:07,86,32,,455.10,,,
,00:02:47,158,9.8,06:07,86,32,,457.30,,,
,00:02:48,158,9.8,06:07,86,32,,459.60,,,
,00:02:49,165,9.8,06:07,86,33,,462.10,,,
,00:02:50,165,9.8,06:07,86,33,,464.60,,,
,00:02:51,165,9.8,06:07,86,33,,467.40,,,
,00:02:52,165,9.8,06:07,86,33,,470.30,,,
,00:02:53,165,9.8,06:07,86,33,,473.40,,,
,00:02:54,165,9.8,06:07,85,33,,476.62,,,
,00:02:55,165,9.8,06:07,86,34,,479.84,,,
,00:02:56,165,9.8,06:07,85,34,,483.07,,,
,00:02:57,165,9.8,06:07,85,34,,486.20,,,
,00:02:58,165,9.8,06:07,85,34,,489.20,,,
,00:02:59,165,9.9,06:04,85,34,,491.90,,,
,00:03:00,165,9.9,06:04,85,34,,494.60,,,
,00:03:01,164,9.9,06:04,85,34,,497.10,,,
,00:03:02,164,9.9,06:04,85,34,,499.50,,,
,00:03:03,164,9.9,06:04,85,33,,502.00,,,
,00:03:04,166,9.9,06:04,85,33,,504.20,,,
,00:03:05,166,9.9,06:04,86,33,,506.50,,,
,00:03:06,166,9.9,06:04,86,33,,508.70,,,
,00:03:07,165,9.9,06:04,86,33,,511.20,,,
,00:03:08,165,9.9,06:04,86,33,,513.70,,,
,00:03:09,165,9.9,06:04,86,33,,516.30,,,
,00:03:10,158,9.9,06:04,86,33,,519.00,,,
,00:03:11,158,9.9,06:04,86,34,,521.70,,,
,00:03:12,158,9.9,06:04,86,34,,524.50,,,
,00:03:13,152,9.9,06:04,86,34,,527.20,,,
,00:03:14,152,9.9,06:04,85,34,,529.90,,,
,00:03:15,151,9.9,06:04,86,34,,532.60,,,
,00:03:16,148,9.9,06:04,86,34,,535.30,,,
,00:03:17,148,9.9,06:04,86,35,,537.80,,,
,00:03:18,148,9.9,06:04,86,35,,540.30,,,
,00:03:19,148,9.9,06:04,86,35,,542.80,,,
,00:03:20,147,9.9,06:04,86,35,,545.30,,,
,00:03:21,147,9.9,06:04,85,35,,547.80,,,
,00:03:22,149,9.9,06:04,86,35,,550.70,,,
,00:03:23,149,9.9,06:04,85,36,,553.60,,,
,00:03:24,149,9.9,06:04,85,36,,556.10,,,
,00:03:25,149,9.9,06:04,85,36,,558.90,,,
,00:03:26,153,9.8,06:07,85,36,,561.40,,,
,00:03:27,154,9.8,06:07,85,36,,563.90,,,
,00:03:28,154,9.9,06:04,85,36,,566.30,,,
,00:03:29,154,9.8,06:07,85,36,,568.70,,,
,00:03:30,156,9.8,06:07,86,36,,571.10,,,
,00:03:31,155,9.8,06:07,84,36,,573.60,,,
,00:03:32,155,9.8,06:07,84,36,,576.40,,,
,00:03:33,155,9.9,06:04,84,36,,579.30,,,
,00:03:34,155,9.9,06:04,84,36,,582.52,,,
,00:03:35,155,9.9,06:04,84,36,,585.74,,,
,00:03:36,155,10.0,06:00,84,36,,588.97,,,
,00:03:37,149,10.0,06:00,84,36,,592.19,,,
,00:03:38,149,10.0,06:00,84,36,,595.41,,,
,00:03:39,149,10.1,05:56,84,36,,598.63,,,
,00:03:40,148,10.1,05:56,84,36,,601.86,,,
,00:03:41,154,10.1,05:56,84,36,,605.08,,,
,00:03:42,154,10.1,05:56,84,36,,608.30,,,
,00:03:43,154,10.1,05:56,85,36,,611.52,,,
,00:03:44,154,10.2,05:53,85,36,,614.70,,,
,00:03:45,146,10.2,05:53,85,36,,617.40,,,
,00:03:46,146,10.2,05:53,85,36,,620.10,,,
,00:03:47,146,10.2,05:53,85,36,,622.90,,,
,00:03:48,146,10.3,05:50,85,36,,625.70,,,
,00:03:49,146,10.3,05:50,86,36,,628.60,,,
,00:03:50,146,10.3,05:50,86,36,,631.50,,,
,00:03:51,146,10.3,05:50,85,36,,634.40,,,
,00:03:52,146,10.3,05:50,86,36,,637.40,,,
,00:03:53,146,10.3,05:50,85,35,,640.40,,,
,00:03:54,146,10.4,05:46,85,35,,643.30,,,
,00:03:55,146,10.4,05:46,85,35,,646.20,,,
,00:03:56,146,10.4,05:46,85,35,,649.20,,,
,00:03:57,146,10.4,05:46,86,35,,652.10,,,
,00:03:58,146,10.4,05:46,86,35,,655.00,,,
,00:03:59,146,10.4,05:46,86,35,,657.90,,,
,00:04:00,146,10.4,05:46,86,35,,660.80,,,
,00:04:01,135,10.4,05:46,86,34,,663.90,,,
,00:04:02,135,10.5,05:43,85,34,,667.10,,,
,00:04:03,127,10.4,05:46,85,34,,670.00,,,
,00:04:04,127,10.5,05:43,86,34,,673.00,,,
,00:04:05,127,10.5,05:43,86,34,,675.70,,,
,00:04:06,127,10.5,05:43,85,34,,678.60,,,
,00:04:07,127,10.5,05:43,85,34,,681.40,,,
,00:04:08,145,10.5,05:43,85,34,,684.10,,,
,00:04:09,160,10.5,05:43,85,34,,686.80,,,
,00:04:10,160,10.5,05:43,85,34,,689.40,,,
,00:04:11,158,10.5,05:43,85,33,,691.90,,,
,00:04:12,158,10.5,05:43,84,33,,694.60,,,
,00:04:13,158,10.5,05:43,83,33,,697.10,,,
,00:04:14,158,10.5,05:43,84,33,,699.70,,,
,00:04:15,158,10.5,05:43,84,33,,702.40,,,
,00:04:16,158,10.5,05:43,84,33,,705.10,,,
,00:04:17,153,10.5,05:43,84,32,,707.80,,,
,00:04:18,153,10.5,05:43,84,32,,710.70,,,
,00:04:19,150,10.5,05:43,84,32,,713.50,,,
,00:04:20,150,10.5,05:43,84,32,,716.40,,,
,00:04:21,150,10.5,05:43,84,32,,719.50,,,
,00:04:22,150,10.6,05:40,84,32,,722.60,,,
,00:04:23,150,10.6,05:40,84,31,,725.80,,,
,00:04:24,150,10.6,05:40,84,31,,729.00,,,
,00:04:25,155,10.6,05:40,84,31,,732.10,,,
,00:04:26,173,10.6,05:40,84,31,,735.20,,,
,00:04:27,173,10.6,05:40,84,31,,738.20,,,
,00:04:28,178,10.6,05:40,84,31,,741.30,,,
,00:04:29,178,10.6,05:40,84,30,,744.40,,,
,00:04:30,178,10.6,05:40,84,30,,747.30,,,
,00:04:31,178,10.6,05:40,84,30,,750.10,,,
,00:04:32,174,10.6,05:40,84,30,,752.90,,,
,00:04:33,174,10.6,05:40,84,30,,755.60,,,
,00:04:34,174,10.6,05:40,84,30,,758.30,,,
,00:04:35,174,10.6,05:40,84,30,,760.90,,,
,00:04:36,174,10.6,05:40,84,30,,763.50,,,
,00:04:37,166,10.6,05:40,86,29,,766.30,,,
,00:04:38,166,10.6,05:40,85,29,,769.00,,,
,00:04:39,167,10.6,05:40,85,29,,771.70,,,
,00:04:40,167,10.6,05:40,85,29,,774.40,,,
,00:04:41,167,10.5,05:43,85,29,,777.20,,,
,00:04:42,167,10.6,05:40,86,29,,779.90,,,
,00:04:43,167,10.6,05:40,85,29,,782.60,,,
,00:04:44,163,10.5,05:43,85,29,,785.40,,,
,00:04:45,159,10.5,05:43,85,28,,788.20,,,
,00:04:46,156,10.5,05:43,85,28,,790.90,,,
,00:04:47,156,10.5,05:43,85,28,,793.60,,,
,00:04:48,156,10.5,05:43,85,28,,796.00,,,
,00:04:49,153,10.5,05:43,85,28,,798.50,,,
,00:04:50,153,10.5,05:43,85,28,,801.10,,,
,00:04:51,153,10.4,05:46,85,28,,803.80,,,
,00:04:52,153,10.4,05:46,85,28,,806.30,,,
,00:04:53,153,10.4,05:46,85,27,,808.80,,,
,00:04:54,153,10.4,05:46,85,27,,811.50,,,
,00:04:55,153,10.4,05:46,85,27,,814.00,,,
,00:04:56,153,10.4,05:46,85,27,,816.60,,,
,00:04:57,153,10.4,05:46,85,27,,819.20,,,
,00:04:58,148,10.3,05:50,85,27,,822.20,,,
,00:04:59,148,10.3,05:50,85,27,,825.20,,,
,00:05:00,148,10.3,05:50,85,27,,828.20,,,
,00:05:01,148,10.3,05:50,85,26,,831.20,,,
,00:05:02,148,10.3,05:50,85,26,,834.10,,,
,00:05:03,148,10.3,05:50,85,26,,837.10,,,
,00:05:04,148,10.3,05:50,85,26,,840.00,,,
,00:05:05,148,10.3,05:50,85,26,,843.00,,,
,00:05:06,134,10.3,05:50,85,26,,846.00,,,
,00:05:07,134,10.3,05:50,85,26,,848.70,,,
,00:05:08,134,10.2,05:53,85,26,,851.30,,,
,00:05:09,134,10.2,05:53,85,26,,853.80,,,
,00:05:10,134,10.2,05:53,85,26,,856.30,,,
,00:05:11,134,10.2,05:53,85,26,,858.90,,,
,00:05:12,127,10.2,05:53,85,26,,861.40,,,
,00:05:13,127,10.2,05:53,85,26,,864.00,,,
,00:05:14,127,10.2,05:53,85,26,,866.70,,,
,00:05:15,127,10.2,05:53,85,25,,869.50,,,
,00:05:16,127,10.2,05:53,85,25,,872.40,,,
,00:05:17,166,10.2,05:53,85,25,,875.40,,,
,00:05:18,166,10.2,05:53,85,25,,878.20,,,
,00:05:19,166,10.2,05:53,85,25,,881.10,,,
,00:05:20,166,10.2,05:53,85,25,,883.90,,,
,00:05:21,166,10.2,05:53,85,25,,886.70,,,
,00:05:22,166,10.2,05:53,85,25,,889.30,,,
,00:05:23,166,10.2,05:53,85,25,,892.00,,,
,00:05:24,166,10.2,05:53,85,25,,894.70,,,
,00:05:25,166,10.1,05:56,86,25,,897.30,,,
,00:05:26,166,10.2,05:53,86,25,,900.10,,,
,00:05:27,156,10.2,05:53,86,25,,902.80,,,
,00:05:28,156,10.2,05:53,86,25,,905.70,,,
,00:05:29,160,10.2,05:53,86,25,,908.60,,,
,00:05:30,168,10.1,05:56,84,25,,911.50,,,
,00:05:31,168,10.1,05:56,83,24,,914.20,,,
,00:05:32,168,10.1,05:56,83,24,,916.70,,,
,00:05:33,162,10.1,05:56,83,24,,919.20,,,
,00:05:34,161,10.1,05:56,83,24,,921.80,,,
,00:05:35,161,10.1,05:56,83,24,,924.30,,,
,00:05:36,161,10.1,05:56,84,24,,926.90,,,
,00:05:37,160,10.1,05:56,84,24,,929.40,,,
,00:05:38,160,10.1,05:56,85,24,,932.00,,,
,00:05:39,160,10.1,05:56,85,24,,934.70,,,
,00:05:40,162,10.1,05:56,85,24,,937.40,,,
,00:05:41,163,10.2,05:53,85,24,,940.50,,,
,00:05:42,163,10.2,05:53,85,24,,943.60,,,
,00:05:43,163,10.2,05:53,85,24,,946.80,,,
,00:05:44,163,10.2,05:53,85,24,,949.90,,,
,00:05:45,163,10.2,05:53,85,23,,953.10,,,
,00:05:46,163,10.2,05:53,85,23,,956.30,,,
,00:05:47,163,10.2,05:53,85,23,,959.50,,,
,00:05:48,160,10.2,05:53,85,23,,962.60,,,
,00:05:49,160,10.2,05:53,85,23,,965.70,,,
,00:05:50,160,10.2,05:53,85,23,,968.50,,,
,00:05:51,160,10.2,05:53,85,23,,971.40,,,
,00:05:52,160,10.2,05:53,86,23,,974.20,,,
,00:05:53,161,10.3,05:50,86,23,,976.90,,,
,00:05:54,161,10.3,05:50,85,23,,979.50,,,
,00:05:55,159,10.2,05:53,85,23,,982.10,,,
,00:05:56,160,10.2,05:53,85,23,,984.70,,,
,00:05:57,160,10.2,05:53,85,23,,987.10,,,
,00:05:58,160,10.2,05:53,86,23,,989.50,,,
,00:05:59,163,10.2,05:53,86,23,,992.00,,,
,00:06:00,165,10.2,05:53,86,23,,994.40,,,
,00:06:01,165,10.1,05:56,85,23,,996.70,,,
,00:06:02,165,10.1,05:56,85,23,,998.70,,,
,00:06:03,165,10.1,05:56,85,23,,1000.50,,,
,00:06:04,165,10.0,06:00,85,23,,1002.20,,,
,00:06:05,156,10.0,06:00,85,23,,1004.00,,,
,00:06:06,156,10.0,06:00,85,23,,1006.20,,,
,00:06:07,150,10.0,06:00,86,23,,1008.80,,,
,00:06:08,150,10.0,06:00,86,23,,1011.70,,,
,00:06:09,145,10.0,06:00,88,23,,1014.60,,,
,00:06:10,142,10.0,06:00,88,23,,1017.80,,,
,00:06:11,142,10.1,05:56,88,23,,1021.02,,,
,00:06:12,139,10.1,05:56,88,23,,1024.24,,,
,00:06:13,138,10.1,05:56,87,23,,1027.47,,,
,00:06:14,138,10.2,05:53,86,23,,1030.69,,,
,00:06:15,138,10.2,05:53,85,23,,1033.91,,,
,00:06:16,138,10.2,05:53,85,23,,1037.13,,,
,00:06:17,138,10.2,05:53,85,23,,1040.36,,,
,00:06:18,141,10.3,05:50,85,23,,1043.58,,,
,00:06:19,141,10.3,05:50,85,23,,1046.80,,,
,00:06:20,141,10.3,05:50,85,23,,1050.02,,,
,00:06:21,141,10.3,05:50,86,23,,1053.00,,,
,00:06:22,141,10.3,05:50,86,23,,1055.90,,,
,00:06:23,157,10.3,05:50,86,22,,1058.60,,,
,00:06:24,157,10.3,05:50,86,22,,1061.20,,,
,00:06:25,157,10.3,05:50,85,22,,1063.80,,,
,00:06:26,157,10.3,05:50,85,22,,1066.20,,,
,00:06:27,177,10.2,05:53,85,22,,1068.80,,,
,00:06:28,181,10.2,05:53,85,22,,1071.30,,,
,00:06:29,181,10.2,05:53,85,22,,1073.40,,,
,00:06:30,181,10.1,05:56,85,22,,1075.20,,,
,00:06:31,181,10.1,05:56,86,22,,1076.40,,,
,00:06:32,181,10.1,05:56,86,22,,1077.30,,,
,00:06:33,181,10.1,05:56,86,22,,1078.20,,,
,00:06:34,181,10.0,06:00,86,22,,1079.60,,,
,00:06:35,181,10.0,06:00,86,22,,1081.20,,,
,00:06:36,181,9.9,06:04,86,22,,1082.40,,,
,00:06:37,181,9.9,06:04,86,22,,1083.50,,,
,00:06:38,181,9.9,06:04,86,22,,1086.10,,,
,00:06:39,154,9.9,06:04,86,22,,1089.32,,,
,00:06:40,154,9.9,06:04,86,22,,1092.54,,,
,00:06:41,159,9.8,06:07,86,22,,1095.77,,,
,00:06:42,159,9.8,06:07,86,22,,1098.99,,,
,00:06:43,159,9.8,06:07,86,22,,1101.40,,,
,00:06:44,156,9.8,06:07,86,22,,1103.80,,,
,00:06:45,157,9.8,06:07,86,22,,1106.40,,,
,00:06:46,157,9.8,06:07,86,22,,1109.10,,,
,00:06:47,157,9.7,06:11,86,22,,1111.90,,,
,00:06:48,161,9.7,06:11,86,22,,1114.40,,,
,00:06:49,161,9.7,06:11,86,22,,1117.00,,,
,00:06:50,161,9.7,06:11,86,22,,1119.50,,,
,00:06:51,165,9.7,06:11,85,22,,1122.20,,,
,00:06:52,167,9.6,06:15,83,22,,1124.70,,,
,00:06:53,167,9.6,06:15,83,22,,1126.60,,,
,00:06:54,167,9.6,06:15,86,22,,1127.70,,,
,00:06:55,167,9.5,06:19,86,21,,1128.30,,,
,00:06:56,167,9.5,06:19,86,21,,1129.30,,,
,00:06:57,167,9.4,06:23,86,21,,1130.60,,,
,00:06:58,163,9.4,06:23,86,21,,1131.30,,,
,00:06:59,159,9.3,06:27,86,21,,1131.60,,,
,00:07:00,158,9.3,06:27,86,21,,1132.20,,,
,00:07:01,156,9.3,06:27,86,21,,1134.50,,,
,00:07:02,156,9.2,06:31,86,21,,1137.60,,,
,00:07:03,156,9.2,06:31,86,21,,1140.50,,,
,00:07:04,155,9.2,06:31,86,21,,1143.40,,,
,00:07:05,155,9.2,06:31,86,20,,1145.90,,,
,00:07:06,155,9.1,06:36,87,20,,1148.10,,,
,00:07:07,155,9.1,06:36,87,20,,1150.40,,,
,00:07:08,155,9.1,06:36,87,20,,1153.10,,,
,00:07:09,155,9.1,06:36,88,20,,1156.00,,,
,00:07:10,155,9.1,06:36,87,20,,1158.80,,,
,00:07:11,117,9.0,06:40,87,20,,1161.50,,,
,00:07:12,117,9.0,06:40,87,20,,1164.20,,,
,00:07:13,117,9.0,06:40,87,20,,1166.70,,,
,00:07:14,117,9.0,06:40,87,20,,1169.10,,,
,00:07:15,167,8.9,06:44,87,19,,1171.50,,,
,00:07:16,168,8.9,06:44,88,19,,1174.10,,,
,00:07:17,168,8.9,06:44,87,19,,1176.40,,,
,00:07:18,165,8.8,06:49,87,19,,1178.70,,,
,00:07:19,165,8.8,06:49,87,19,,1180.80,,,
,00:07:20,165,8.8,06:49,87,19,,1182.80,,,
,00:07:21,165,8.8,06:49,87,19,,1184.60,,,
,00:07:22,162,8.8,06:49,87,19,,1186.70,,,
,00:07:23,162,8.7,06:54,87,19,,1189.20,,,
,00:07:24,162,8.6,06:59,87,19,,1191.60,,,
,00:07:25,160,8.4,07:09,87,19,,1193.50,,,
,00:07:26,160,8.2,07:19,87,19,,1195.20,,,
,00:07:27,160,8.0,07:30,87,19,,1197.30,,,
,00:07:28,150,7.8,07:42,87,19,,1199.40,,,
,00:07:29,150,7.7,07:48,87,19,,1201.90,,,
,00:07:30,144,7.6,07:54,87,19,,1204.80,,,
,00:07:31,144,7.6,07:54,87,18,,1208.02,,,
,00:07:32,144,7.7,07:48,87,18,,1211.24,,,
,00:07:33,129,7.7,07:48,87,18,,1214.47,,,
,00:07:34,129,7.7,07:48,87,18,,1217.69,,,
,00:07:35,129,7.8,07:42,87,18,,1220.91,,,
,00:07:36,129,7.8,07:42,87,18,,1224.13,,,
,00:07:37,132,7.8,07:42,87,18,,1227.36,,,
,00:07:38,137,7.9,07:36,87,18,,1230.58,,,
,00:07:39,137,7.9,07:36,87,18,,1233.80,,,
,00:07:40,137,7.9,07:36,87,18,,1237.02,,,
,00:07:41,141,8.0,07:30,87,18,,1240.24,,,
,00:07:42,141,8.0,07:30,87,18,,1243.47,,,
,00:07:43,141,8.1,07:24,87,18,,1246.69,,,
,00:07:44,141,8.1,07:24,87,18,,1249.91,,,
,00:07:45,141,8.2,07:19,87,17,,1253.13,,,
,00:07:46,143,8.2,07:19,87,17,,1256.36,,,
,00:07:47,143,8.3,07:14,87,17,,1259.58,,,
,00:07:48,139,8.3,07:14,87,17,,1262.80,,,
,00:07:49,139,8.4,07:09,87,17,,1266.02,,,
,00:07:50,139,8.5,07:04,87,17,,1269.24,,,
,00:07:51,139,8.5,07:04,87,17,,1272.47,,,
,00:07:52,144,8.6,06:59,87,17,,1275.69,,,
